education system,0.001244949
embrace opportunities,0.001063774
european citizens,0.001063774
reinforcing foundations,0.001063774
vision future,0.001063774
economy built,0.001032044
higher education,0.000962004
big data,0.000887768
intelligence big,0.000887768
secretary state,0.000887768
five foundations,0.000867821
build britain,0.000777009
universities researchers,0.000770542
fit future,0.000764104
free trade,0.000735637
partnership government,0.000712864
opportunities us,0.000692411
science innovation,0.000676867
future artificial,0.000667949
policies institutions,0.000667949
powered new,0.000667949
productivity ideas,0.000667949
environment places,0.000650715
data clean,0.000639444
city region,0.000619141
infrastructure business,0.000611367
sector deal,0.000610977
full fibre,0.000602691
people infrastructure,0.000585907
digital skills,0.000574912
leave european,0.000571639
per cent,0.00056097
local leaders,0.000553357
technical education,0.000551699
britain fit,0.000542162
british people,0.000542162
action committed,0.000531887
active engagement,0.000531887
active participants,0.000531887
address aspects,0.000531887
addressing climate,0.000531887
administrations city,0.000531887
agile economy,0.000531887
agility patience,0.000531887
ahead take,0.000531887
aim transformed,0.000531887
allow invest,0.000531887
also moral,0.000531887
also one,0.000531887
ambition industrial,0.000531887
appetite goods,0.000531887
approach discussions,0.000531887
approach european,0.000531887
approach measuring,0.000531887
aspects need,0.000531887
avowedly international,0.000531887
barriers largest,0.000531887
benefit partnerships,0.000531887
bodies setting,0.000531887
boost exports,0.000531887
boost investment,0.000531887
brightest across,0.000531887
britain many,0.000531887
build dynamic,0.000531887
built core,0.000531887
built five,0.000531887
built innovation,0.000531887
business investors,0.000531887
business upgraded,0.000531887
businesses devolved,0.000531887
buying selling,0.000531887
chains buying,0.000531887
chains impose,0.000531887
challenges place,0.000531887
challenges technologies,0.000531887
change commitment,0.000531887
change important,0.000531887
change play,0.000531887
change powered,0.000531887
change process,0.000531887
changes transforming,0.000531887
changing fast,0.000531887
changing means,0.000531887
citizens continue,0.000531887
citizens living,0.000531887
civic society,0.000531887
class services,0.000531887
clear consistent,0.000531887
collaboration active,0.000531887
collaboration continue,0.000531887
combine agility,0.000531887
come work,0.000531887
commitment open,0.000531887
commits government,0.000531887
committed biggest,0.000531887
communities thrive,0.000531887
community clean,0.000531887
competition free,0.000531887
confident outward,0.000531887
consistent direction,0.000531887
continue come,0.000531887
continue identify,0.000531887
continue major,0.000531887
continuing deep,0.000531887
continuously updated,0.000531887
contribute economy,0.000531887
core principles,0.000531887
council ensure,0.000531887
country boost,0.000531887
country confident,0.000531887
country grand,0.000531887
cultural collaboration,0.000531887
current policies,0.000531887
data protection,0.000531887
deals succeed,0.000531887
decade local,0.000531887
deep partnership,0.000531887
development grows,0.000531887
development public,0.000531887
direction policies,0.000531887
discussions businesses,0.000531887
disrupt supply,0.000531887
duty addressing,0.000531887
dynamic economies,0.000531887
economic relationship,0.000531887
economies reforming,0.000531887
economies strong,0.000531887
economies welcoming,0.000531887
economy ambition,0.000531887
economy best,0.000531887
economy strategy,0.000531887
effectiveness current,0.000531887
emerging industries,0.000531887
emerging innovation,0.000531887
energy example,0.000531887
engagement best,0.000531887
ensure right,0.000531887
ensure well,0.000531887
entails uncertainty,0.000531887
enterprise change,0.000531887
especially emerging,0.000531887
eu disrupt,0.000531887
eu leaving,0.000531887
europe also,0.000531887
europe benefit,0.000531887
everyone industrial,0.000531887
evidence economy,0.000531887
example economic,0.000531887
export promote,0.000531887
exports productivity,0.000531887
face time,0.000531887
fast successful,0.000531887
flexible change,0.000531887
focus reinforcing,0.000531887
foundations strategy,0.000531887
funding doubled,0.000531887
future also,0.000531887
future country,0.000531887
future economic,0.000531887
future open,0.000531887
global supply,0.000531887
goods world,0.000531887
growing economies,0.000531887
grows substantially,0.000531887
healthcare professional,0.000531887
heart approach,0.000531887
high regulatory,0.000531887
identify new,0.000531887
important industrial,0.000531887
impose barriers,0.000531887
improve build,0.000531887
industry boost,0.000531887
inevitably entails,0.000531887
informed evidence,0.000531887
infrastructure funding,0.000531887
infrastructure prosperous,0.000531887
initiatives leaving,0.000531887
innovation enterprise,0.000531887
institutions trusted,0.000531887
international bodies,0.000531887
international community,0.000531887
international stay,0.000531887
invest shared,0.000531887
invest strategy,0.000531887
investment overseas,0.000531887
investors local,0.000531887
kingdom ensure,0.000531887
kingdom leading,0.000531887
know reinforcing,0.000531887
largest trading,0.000531887
leaders build,0.000531887
leaders universities,0.000531887
leaving europe,0.000531887
leaving european,0.000531887
liberal modern,0.000531887
life british,0.000531887
lives must,0.000531887
living develop,0.000531887
looking work,0.000531887
major science,0.000531887
make prestigious,0.000531887
means productivity,0.000531887
measuring success,0.000531887
modern economy,0.000531887
moral duty,0.000531887
much emerging,0.000531887
must export,0.000531887
necessary sufficient,0.000531887
needs combine,0.000531887
negotiations take,0.000531887
obligations part,0.000531887
one attractive,0.000531887
one avowedly,0.000531887
open agile,0.000531887
open economies,0.000531887
opportunities future,0.000531887
opportunities much,0.000531887
opportunity also,0.000531887
overseas participating,0.000531887
paper partnership,0.000531887
part international,0.000531887
participants international,0.000531887
participating global,0.000531887
partner respect,0.000531887
partnership eu,0.000531887
partnership heart,0.000531887
partnerships research,0.000531887
patience need,0.000531887
people aim,0.000531887
place determine,0.000531887
places industrial,0.000531887
play strengths,0.000531887
policies industrial,0.000531887
power everyone,0.000531887
power quality,0.000531887
prepared prosper,0.000531887
principles competition,0.000531887
process leaving,0.000531887
productivity effectiveness,0.000531887
productivity know,0.000531887
productivity necessary,0.000531887
productivity partnerships,0.000531887
professional financial,0.000531887
promote world,0.000531887
prosper industrial,0.000531887
protection united,0.000531887
reforming technical,0.000531887
regions local,0.000531887
regulations especially,0.000531887
regulatory standards,0.000531887
relationship want,0.000531887
research technology,0.000531887
research want,0.000531887
researchers allow,0.000531887
researchers civic,0.000531887
respect rights,0.000531887
rights european,0.000531887
selling goods,0.000531887
services cultural,0.000531887
services tourism,0.000531887
services world,0.000531887
sets vision,0.000531887
setting standards,0.000531887
shared vision,0.000531887
skills built,0.000531887
society years,0.000531887
standards regulations,0.000531887
standards strategy,0.000531887
stay true,0.000531887
strategies work,0.000531887
strategy boost,0.000531887
strategy commits,0.000531887
strategy continuously,0.000531887
strategy ensure,0.000531887
strategy needs,0.000531887
strategy taking,0.000531887
strengths focus,0.000531887
strong appetite,0.000531887
substantially yet,0.000531887
succeed active,0.000531887
success change,0.000531887
successful industrial,0.000531887
sufficient need,0.000531887
support communities,0.000531887
system make,0.000531887
system supporting,0.000531887
technologies public,0.000531887
technology initiatives,0.000531887
technology time,0.000531887
thrive grand,0.000531887
time united,0.000531887
time unprecedented,0.000531887
together increase,0.000531887
tourism healthcare,0.000531887
trade high,0.000531887
tradition one,0.000531887
transformed productivity,0.000531887
transforming world,0.000531887
true tradition,0.000531887
trusted business,0.000531887
uk europe,0.000531887
uncertainty negotiations,0.000531887
union inevitably,0.000531887
unprecedented economic,0.000531887
updated informed,0.000531887
upgraded infrastructure,0.000531887
us sector,0.000531887
us vanguard,0.000531887
vanguard changes,0.000531887
want collaboration,0.000531887
want continuing,0.000531887
well prepared,0.000531887
work contribute,0.000531887
work us,0.000531887
working business,0.000531887
world fastest,0.000531887
world live,0.000531887
world must,0.000531887
world obligations,0.000531887
world open,0.000531887
world shape,0.000531887
yet world,0.000531887
living standards,0.000526779
fastest growing,0.00052183
research innovation,0.000515118
strategy council,0.000512712
world changing,0.000512712
foundations productivity,0.000500399
clean growth,0.000479449
communities across,0.000477973
prosperous communities,0.000477973
local enterprise,0.000467775
industries future,0.000466808
doubled decade,0.000459302
increase public,0.000454361
industrial revolution,0.000452962
black minority,0.000452943
minority ethnic,0.000452943
pay gap,0.000452943
science research,0.000452076
must work,0.000448799
must also,0.000447473
achieved improving,0.000443884
achievements difference,0.000443884
achieving full,0.000443884
actions prime,0.000443884
address problems,0.000443884
address weaknesses,0.000443884
administrations workers,0.000443884
advice leading,0.000443884
ago bold,0.000443884
ago industrial,0.000443884
aim consultation,0.000443884
also address,0.000443884
ambition high,0.000443884
ambitious enough,0.000443884
among best,0.000443884
announcements heralds,0.000443884
approach government,0.000443884
areas britain,0.000443884
backs country,0.000443884
bankruptcy thanks,0.000443884
begin development,0.000443884
belief strong,0.000443884
benefit opportunities,0.000443884
benefited establishing,0.000443884
bold pro,0.000443884
brink bankruptcy,0.000443884
britain extraordinarily,0.000443884
britain global,0.000443884
britain lead,0.000443884
britain potential,0.000443884
built firm,0.000443884
built invention,0.000443884
built one,0.000443884
business high,0.000443884
business work,0.000443884
businesses country,0.000443884
businesses emerge,0.000443884
calibre workforce,0.000443884
centuries ago,0.000443884
challenging times,0.000443884
citizens consumers,0.000443884
citizens industrial,0.000443884
clark mp,0.000443884
communities struggled,0.000443884
companies high,0.000443884
competition universities,0.000443884
conditions successful,0.000443884
confident place,0.000443884
consumers continue,0.000443884
consumers transformed,0.000443884
continuous quarters,0.000443884
conviction successful,0.000443884
countries benefited,0.000443884
country document,0.000443884
country fit,0.000443884
country longterm,0.000443884
country time,0.000443884
country truly,0.000443884
create high,0.000443884
create partnership,0.000443884
creators local,0.000443884
crossing point,0.000443884
culture many,0.000443884
day prime,0.000443884
decisions economic,0.000443884
decisions future,0.000443884
decisively wherever,0.000443884
deficit two,0.000443884
deliberately strengthens,0.000443884
delivered enough,0.000443884
delivering real,0.000443884
delivering vision,0.000443884
dependable confident,0.000443884
deserved reputation,0.000443884
despite scientists,0.000443884
development modern,0.000443884
difference making,0.000443884
difference rooted,0.000443884
document vital,0.000443884
earn raising,0.000443884
economy brink,0.000443884
economy heart,0.000443884
economy local,0.000443884
economy result,0.000443884
economy shrinking,0.000443884
emerge grow,0.000443884
employment crossing,0.000443884
employment high,0.000443884
endure aim,0.000443884
energy partnership,0.000443884
energy self,0.000443884
english language,0.000443884
enormous pride,0.000443884
enough record,0.000443884
enough see,0.000443884
enterprise powered,0.000443884
enterprising economy,0.000443884
environment missing,0.000443884
epitomises belief,0.000443884
establishing policies,0.000443884
even important,0.000443884
everyone prime,0.000443884
exactly industrial,0.000443884
example others,0.000443884
excellence worldbeating,0.000443884
exciting challenging,0.000443884
extend future,0.000443884
extraordinarily well,0.000443884
fair predictable,0.000443884
fairer economy,0.000443884
families businesses,0.000443884
finances rescuing,0.000443884
firm foundations,0.000443884
first actions,0.000443884
first day,0.000443884
follow today,0.000443884
foreword secretary,0.000443884
foundations skills,0.000443884
freemarket economy,0.000443884
fulfil mission,0.000443884
fulfilling britain,0.000443884
fully shared,0.000443884
fund matched,0.000443884
funds support,0.000443884
