,Count,Count,Count,Count,Count,Count,Count,Count,Count,Count
Document,Britain and the world,Business Environment,Chapter,Foreword from the Prime Minister,Grand Challenges,Ideas,Infrastructure,Introduction,People,Places
agriculture,0,2,0,0,7,2,2,0,0,0
agsrow,0,0,0,0,0,0,1,0,0,0
ahead,1,3,0,0,1,0,0,4,2,0
ai,0,20,0,0,38,1,4,1,0,0
aid,0,1,0,0,0,0,1,0,0,0
aids,0,0,0,0,0,0,0,1,0,0
aim,1,5,0,1,1,1,4,2,4,2
aimed,0,0,0,0,0,0,0,0,1,0
aiming,0,0,0,0,1,0,0,0,0,0
aims,0,3,0,1,1,0,3,0,2,1
air,0,0,0,0,1,0,7,0,0,0
airbus,0,1,0,0,0,0,0,0,0,0
airline,0,1,0,0,0,0,0,0,0,0
airport,0,0,0,0,0,0,6,0,0,1
airports,0,0,0,0,0,1,1,0,0,0
alan,0,0,0,0,1,0,0,0,0,0
alert,0,1,0,0,0,0,0,0,0,0
algorithms,0,0,0,0,1,0,0,0,0,0
align,0,4,0,0,1,1,1,3,0,1
aligned,0,0,0,0,0,1,0,0,0,2
aligning,0,1,0,0,0,0,0,0,0,0
aligns,0,0,0,0,0,0,0,0,0,1
alleviation,0,0,0,0,0,0,1,0,0,0
alliance,0,1,0,0,0,1,0,0,0,0
allied,0,0,0,0,0,0,0,0,1,0
allies,0,0,0,0,0,0,0,1,0,0
allocated,0,0,0,0,0,0,5,0,0,2
allocating,0,0,0,0,0,1,0,0,0,0
allocation,0,0,0,0,0,0,0,0,0,2
allocations,0,0,0,0,0,0,2,0,0,0
allow,1,1,0,0,2,5,2,2,2,1
allowing,0,1,0,0,1,2,1,1,0,0
allows,0,1,0,0,1,1,2,0,1,0
almost,0,1,0,0,1,2,1,0,2,0
alone,0,0,0,0,0,3,0,1,0,0
along,0,0,0,0,0,0,2,0,0,0
alongside,0,7,0,0,1,2,2,1,4,4
alphago,0,0,0,0,0,1,0,0,0,0
already,0,9,0,0,8,3,9,1,9,4
also,4,24,0,2,24,17,12,10,25,15
alter,0,0,0,0,0,0,0,0,1,0
alternative,0,0,0,0,0,0,1,0,0,0
alternatives,0,0,0,0,3,0,0,0,0,0
although,0,0,0,0,0,0,0,0,2,0
always,0,1,0,0,1,1,0,2,1,0
ambassador,0,0,0,0,0,0,0,0,1,0
ambition,1,8,0,1,0,0,3,0,5,4
ambitions,0,2,0,0,0,0,2,1,1,0
ambitious,0,8,0,1,2,3,3,8,2,11
amid,0,1,0,0,0,0,0,0,0,0
among,0,5,0,1,2,0,3,1,7,2
amongst,0,2,0,0,1,0,0,0,0,0
amount,0,0,0,0,2,0,1,0,1,0
amounted,0,1,0,0,0,0,0,0,0,0
amplify,0,0,0,0,0,0,1,0,0,0
amrc,0,0,0,0,0,0,0,0,0,2
anaerobic,0,0,0,0,0,0,1,0,0,0
analyse,0,0,0,0,0,1,0,1,0,0
analysed,0,0,0,0,1,0,0,0,0,0
analysis,0,3,0,0,0,0,3,2,7,0
analytic,0,0,0,0,4,0,0,0,0,0
analytically,0,1,0,0,0,0,0,0,0,0
analytics,0,1,0,0,3,3,1,0,0,0
anchor,0,4,0,0,0,0,0,0,0,0
anchoring,0,0,0,0,0,1,0,0,0,0
anchors,0,1,0,0,0,0,0,0,0,0
andrew,0,2,0,0,0,0,0,0,0,0
anglia,0,0,0,0,0,1,0,0,0,1
announce,0,1,0,0,0,0,0,0,0,0
announced,0,5,0,0,1,2,6,0,6,9
announcements,0,0,0,1,0,0,0,0,0,0
announcing,0,3,0,0,0,1,3,0,1,0
annual,0,3,0,0,0,1,3,0,4,2
annually,0,0,0,0,1,0,1,0,1,0
annum,0,0,0,0,0,2,0,0,0,4
another,0,2,0,0,0,0,0,0,2,0
antibiotic,0,0,0,0,0,1,0,0,0,0
antibodies,0,0,0,0,0,1,0,0,0,0
anticipated,0,1,0,0,0,0,0,0,0,0
anticipating,0,0,0,0,0,0,0,0,1,0
antifraud,0,1,0,0,0,0,0,0,0,0
anyone,0,1,0,0,0,0,0,0,0,0
anywhere,0,1,0,0,0,0,0,0,0,0
app,0,0,0,0,0,0,1,0,0,0
appear,0,1,0,0,0,0,0,0,0,0
appetite,1,0,0,0,0,0,0,0,0,0
application,0,4,0,0,1,3,0,0,0,0
applications,0,3,0,0,3,0,2,0,2,0
applied,0,1,0,0,1,2,0,0,0,0
applies,0,0,0,0,0,0,0,0,1,1
apply,0,2,0,0,2,2,0,1,0,0
applying,0,1,0,0,0,1,1,0,0,0
appoint,0,0,0,0,1,0,0,0,0,0
appointed,0,0,0,0,1,0,0,0,0,0
apprentices,0,0,0,0,0,0,0,0,0,2
apprenticeship,0,2,0,0,0,0,0,0,8,0
apprenticeships,0,2,0,0,0,0,1,0,9,0
approach,3,9,0,1,1,2,16,2,6,15
approaches,0,3,0,0,2,0,1,0,6,5
appropriate,0,1,0,0,3,0,4,2,1,2
appropriately,0,1,0,0,0,0,0,0,0,0
approved,0,0,0,0,0,0,1,0,0,0
approximately,0,1,0,0,0,3,0,0,0,1
apps,0,0,0,0,0,0,1,0,0,0
april,0,1,0,0,0,0,2,0,3,2
aquaculture,0,0,0,0,0,1,0,0,0,0
arc,0,0,0,0,0,2,0,0,0,0
architecture,0,0,0,0,0,1,0,0,0,0
area,0,4,0,0,1,1,3,0,1,9
areas,0,13,0,2,7,8,12,4,23,18
argue,0,0,0,0,0,0,0,0,1,0
ariberibust,0,0,0,0,0,0,0,1,0,0
arise,0,0,0,0,0,0,0,0,0,1
arithmetically,0,1,0,0,0,0,0,0,0,0
arm,0,0,0,0,1,0,1,0,0,0
arms,0,0,0,0,0,0,0,0,0,1
around,0,9,0,0,5,18,9,3,7,5
arrangement,0,0,0,0,0,0,0,1,0,0
arrangements,0,4,0,0,1,0,0,1,2,1
array,0,0,0,0,0,2,0,0,0,0
arrive,0,0,0,0,0,0,1,0,0,0
art,0,1,0,0,0,1,1,0,0,0
articles,0,0,0,0,0,1,0,0,0,0
articulate,0,1,0,0,0,0,0,0,0,0
artificial,1,10,0,2,11,6,2,1,3,0
artistic,0,0,0,0,0,0,0,1,0,0
arts,0,1,0,0,0,1,0,0,2,1
arum,0,0,0,0,0,0,0,1,0,0
ashe,0,0,0,0,0,0,0,1,0,0
ask,0,1,0,0,1,1,0,0,0,0
asked,0,2,0,0,0,0,1,0,0,0
asking,0,0,0,0,0,1,0,0,0,0
aspects,1,0,0,0,0,0,2,1,1,0
aspirations,0,0,0,0,0,1,0,0,0,0
assemble,0,0,0,0,0,0,1,0,0,0
assert,0,1,0,0,0,0,0,0,0,0
asserting,0,1,0,0,0,0,0,0,0,0
assess,0,0,0,0,0,0,1,2,1,0
assessed,0,0,0,0,1,0,0,0,0,0
assessment,0,0,0,0,0,1,2,0,0,0
assessments,0,0,0,0,0,0,1,0,0,1
assets,0,1,0,0,0,1,1,0,0,4
assist,0,1,0,0,0,0,0,0,0,0
assistance,0,1,0,0,0,1,0,0,0,0
associated,0,1,0,0,0,0,0,1,1,1
associations,0,1,0,0,0,0,0,0,0,0
assumptions,0,0,0,0,2,0,0,0,0,0
assurance,0,0,0,0,0,0,1,0,0,0
assured,0,2,0,0,0,0,0,0,0,0
astonishing,0,0,0,0,0,0,0,1,0,0
astrazeneca,0,1,0,0,0,0,0,0,0,0
atlantic,0,0,0,0,0,0,1,0,0,0
atmospheric,0,0,0,0,1,0,0,0,0,0
atomic,0,0,0,0,0,1,0,0,0,0
attainment,0,0,0,0,0,0,0,0,3,0
attempts,0,1,0,0,0,0,0,2,0,0
attention,0,1,0,0,0,1,0,0,1,1
attract,0,9,0,0,2,7,2,1,4,1
attracted,0,2,0,0,0,1,0,0,0,0
attracting,0,1,0,0,1,1,0,3,0,1
attractive,1,2,0,0,0,0,3,1,2,3
attractiveness,0,0,0,0,0,0,1,0,0,1
attracts,0,0,0,0,0,3,0,0,0,0
attributes,0,0,0,0,0,0,0,1,0,1
audience,0,0,0,0,0,1,0,0,0,0
audit,0,0,0,0,0,1,0,0,1,1
audits,0,0,0,0,0,3,1,0,0,2
augmented,0,1,0,0,0,1,0,0,0,0
august,0,1,0,0,0,0,0,0,0,0
australia,0,1,0,0,0,2,0,1,0,0
aut,0,0,0,0,0,1,0,1,0,0
authored,0,0,0,0,0,1,0,0,0,0
authorities,0,3,0,0,0,0,6,0,2,8
authority,0,5,0,0,1,0,2,0,0,3
auto,0,1,0,0,0,0,0,0,0,0
automated,0,0,0,0,4,0,2,0,0,0
automates,0,1,0,0,0,0,0,0,0,0
automatic,0,0,0,0,0,1,0,0,0,0
automation,0,0,0,0,2,0,0,0,2,0
automotive,0,10,0,0,2,1,0,2,1,1
autonomous,0,4,0,0,5,1,1,0,0,0
autonomy,0,0,0,0,1,0,0,0,1,0
autumn,0,3,0,0,0,0,0,0,0,2
availability,0,4,0,0,0,0,3,0,0,1
available,0,3,0,0,2,3,6,1,4,10
average,0,5,0,0,2,4,0,1,1,0
averse,0,0,0,0,1,0,0,0,0,0
avg,0,1,0,0,0,0,0,0,0,0
aviation,0,0,0,0,2,0,3,0,0,0
avoid,0,0,0,0,0,0,0,1,0,0
avoidable,0,0,0,0,0,0,1,0,0,0
avoiding,0,1,0,0,0,0,1,0,0,0
avoids,0,0,0,0,0,0,0,1,0,0
avowedly,1,0,0,0,0,0,0,0,0,0
award,0,0,0,0,0,2,0,0,0,0
awarded,0,0,0,0,0,2,1,0,0,0
awards,0,0,0,0,0,1,0,0,3,0
aware,0,0,0,0,1,0,0,1,0,0
awareness,0,0,0,0,1,0,0,0,0,1
axone,0,0,0,0,0,0,1,0,0,0
b,0,0,0,0,0,1,2,0,0,0
baby,0,0,0,0,1,0,0,0,0,0
babylon,0,1,0,0,0,0,0,0,0,0
back,0,1,0,0,1,1,0,1,0,1
backed,0,1,0,0,0,0,0,0,2,1
background,0,0,0,0,0,0,0,0,2,0
backgrounds,0,0,0,0,0,0,0,0,9,0
backing,0,2,0,0,0,0,0,0,1,2
backs,0,0,0,1,0,0,0,0,0,0
bae,0,1,0,0,0,0,0,0,0,0
bagless,0,0,0,0,0,2,0,0,0,0
baird,0,0,0,0,0,1,0,0,0,0
balance,0,0,0,0,1,0,0,0,1,0
balanced,0,0,0,0,0,0,5,0,0,0
band,0,0,0,0,0,1,0,0,0,0
bands,0,1,0,0,0,0,0,0,0,0
bank,0,9,0,0,0,2,0,1,0,1
bankruptcy,0,0,0,1,0,0,0,0,0,0
barnsley,0,0,0,0,0,0,0,0,1,0
barrier,0,0,0,0,0,0,2,0,1,0
barriers,1,2,0,0,4,1,2,2,5,4
base,0,1,0,0,1,2,1,2,0,1
based,0,4,0,0,1,7,5,2,5,5
baseline,0,0,0,0,0,1,0,0,0,0
basic,0,0,0,0,1,0,0,0,14,0
basics,0,1,0,0,0,0,2,0,1,0
basis,0,1,0,0,0,0,3,0,0,1
bath,0,0,0,0,0,0,1,1,0,0
batteries,0,0,0,0,0,2,0,0,0,0
battery,0,1,0,0,1,1,2,0,0,0
bay,0,0,0,0,0,0,0,0,0,2
bazalgette,0,2,0,0,0,0,0,0,0,1
become,1,3,0,0,3,3,4,3,5,1
becomes,0,0,0,0,0,1,0,0,0,0
becoming,0,0,0,0,0,1,2,0,1,0
befits,0,1,0,0,0,0,0,0,0,0
begin,0,0,0,1,0,0,0,0,3,3
beginning,0,1,0,0,0,0,1,0,0,0
begun,0,1,0,0,0,0,1,0,0,0
behalf,0,1,0,0,0,0,0,0,0,0
behaviours,0,1,0,0,0,0,0,0,1,0
behind,0,1,0,0,1,0,0,2,2,0
bel,0,0,0,0,0,1,0,0,0,0
belfast,0,0,0,0,0,3,0,0,0,2
belgium,0,1,0,0,0,1,0,1,0,0
belief,0,0,0,1,0,0,0,0,0,0
beliefs,0,0,0,0,0,0,0,1,0,0
believe,0,0,0,0,0,0,0,1,2,0
believes,0,0,0,0,0,0,0,1,0,0
bell,0,1,0,0,1,0,0,0,0,0
belt,0,0,0,0,0,1,0,0,0,0
benchmark,0,1,0,0,0,1,0,0,0,0
benchmarks,0,1,0,0,0,0,0,0,0,0
benefit,1,3,0,2,2,2,7,2,4,4
benefited,0,0,0,1,0,0,0,0,0,0
benefiting,0,1,0,0,1,0,0,0,0,1
benefits,0,5,0,0,5,4,11,1,5,6
berners,0,0,0,0,0,1,0,0,0,0
bespoke,0,1,0,0,0,0,0,0,0,2
best,2,24,0,1,6,10,13,7,13,1
bethebusiness,0,1,0,0,0,0,0,0,0,0
better,0,8,0,0,4,7,6,2,6,4
beyond,0,0,0,0,0,0,0,1,1,1
biannual,0,0,0,0,0,0,0,0,0,1
bids,0,0,0,0,0,1,0,0,0,0
big,0,0,0,2,0,3,0,0,1,0
bigger,0,0,0,0,0,0,0,0,0,1
biggest,1,3,0,0,0,3,2,2,2,1
bilateral,0,0,0,0,0,2,0,0,0,0
billion,0,2,0,0,2,1,0,0,0,0
billions,0,0,0,0,1,0,0,1,0,1
bills,0,0,0,0,1,1,7,0,0,0
bio,0,0,0,0,3,0,1,0,0,0
biobank,0,0,0,0,1,0,0,0,0,0
biochemical,0,0,0,0,0,0,2,0,0,0
bioeconomy,0,0,0,0,0,1,1,0,0,0
biogas,0,0,0,0,0,0,1,0,0,0
biological,0,1,0,0,2,1,2,0,0,0
biology,0,0,0,0,0,1,0,1,0,0
biomedical,0,0,0,0,0,1,0,0,1,0
biomolecules,0,0,0,0,0,1,0,0,0,0
biopharmaceutical,0,0,0,0,0,0,0,0,0,1
bioponics,0,0,0,0,0,1,0,0,0,0
bioscience,0,1,0,0,0,0,0,0,0,0
biotechnologies,0,0,0,0,1,0,0,0,0,0
biotechnology,0,0,0,0,0,2,0,0,0,0
birmingham,0,0,0,0,0,0,1,1,0,0
birth,0,0,0,0,1,1,0,0,0,0
black,0,0,0,0,0,0,0,0,9,0
blade,0,0,0,0,0,3,0,0,0,1
blatemo,0,0,0,0,0,0,0,1,0,0
blockchain,0,1,0,0,0,0,0,0,0,0
blocks,0,0,0,0,1,0,0,0,0,0
bloomberg,0,0,0,0,0,0,2,0,0,0
blue,0,0,0,0,0,1,0,0,0,0
blurring,0,0,0,0,2,0,0,0,0,0
blyth,0,0,0,0,1,1,0,0,0,0
bn,0,21,0,0,2,12,34,2,1,11
bo,0,0,0,0,0,0,1,0,0,0
board,0,1,0,0,0,0,1,0,0,1
boards,0,1,0,0,1,0,0,0,1,2
bodies,1,3,0,0,1,1,4,0,2,2
body,0,1,0,0,1,0,1,0,0,0
bold,0,0,0,1,0,0,0,0,0,0
bond,0,0,0,0,2,0,0,0,0,0
bonds,0,0,0,0,2,0,0,0,0,0
bonus,0,0,0,0,0,0,0,0,3,0
boomers,0,0,0,0,1,0,0,0,0,0
boost,3,8,0,0,1,3,3,0,7,3
boosted,0,1,0,0,0,0,0,0,0,0
boosting,0,1,0,0,0,0,2,0,1,1
boosts,0,1,0,0,0,0,2,1,0,0
border,0,0,0,0,0,0,0,0,0,2
borderlands,0,0,0,0,0,0,0,0,0,1
borders,0,1,0,0,0,0,0,0,0,0
born,0,0,0,0,3,0,0,0,0,0
boroughs,0,0,0,0,0,0,0,0,0,1
bottom,0,1,0,0,0,0,0,0,0,0
bought,0,0,0,0,0,2,0,0,0,0
boundaries,0,0,0,0,1,0,0,0,0,1
branch,0,0,0,0,0,0,1,0,0,0
branding,0,0,0,0,0,1,0,0,0,0
brands,0,0,0,0,0,0,1,0,0,0
brazil,0,0,0,0,0,0,0,1,0,0
breadth,0,1,0,0,0,0,0,0,1,0
break,0,0,0,0,0,0,0,0,1,0
breaking,0,0,0,0,1,0,1,1,0,0
breakthroughs,0,1,0,0,0,1,0,0,0,0
bridge,0,0,0,0,0,1,0,0,0,1
briefings,0,0,0,0,0,0,1,0,0,0
brightest,1,1,0,0,2,2,0,0,2,0
bring,0,6,0,0,2,5,7,1,5,1
bringing,0,3,0,0,3,6,0,1,1,2
brings,0,3,0,0,0,3,1,1,2,1
brink,0,0,0,1,0,0,0,0,0,0
bristol,0,0,0,0,0,0,1,0,0,0
bristolcardiff,0,0,0,0,0,0,0,0,0,1
britain,3,16,0,6,2,5,4,7,2,0
british,1,9,0,1,6,1,0,4,6,1
broad,0,3,0,0,3,0,3,0,0,0
broadband,0,0,0,0,0,0,9,0,0,0
broadly,0,0,0,0,0,0,1,0,0,0
broke,0,0,0,0,0,0,0,0,1,0
broken,0,0,0,0,0,0,0,0,2,0
brought,0,1,0,0,0,0,0,0,0,0
buckley,0,0,0,0,0,1,0,0,0,0
budget,0,1,0,0,0,1,0,1,3,3
budgets,0,0,0,0,0,1,1,0,1,0
build,3,17,0,2,15,7,16,3,5,9
building,0,8,0,0,8,5,11,4,6,6
buildings,0,1,0,0,2,4,0,0,0,0
builds,0,3,0,0,1,1,1,1,0,1
built,3,3,0,3,1,0,1,0,1,1
bulbs,0,0,0,0,0,1,0,0,0,0
bureaucratic,0,1,0,0,0,0,0,0,0,0
burgeoning,0,0,0,0,0,0,0,1,0,0
bursaries,0,0,0,0,0,0,0,0,1,0
bus,0,1,0,0,0,0,2,0,0,0
business,4,84,0,5,21,29,25,18,5,11
businesses,2,123,0,4,25,45,33,19,17,9
businessled,0,1,0,0,0,0,0,0,0,0
buy,0,0,0,0,2,0,0,0,0,0
buying,1,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,2,0,2,0
cab,0,0,0,0,0,0,1,0,0,0
cabinet,0,0,0,0,0,0,0,1,0,0
cabling,0,0,0,0,0,0,1,0,0,0
cagr,0,0,0,0,2,0,0,0,0,0
calibre,0,0,0,1,0,0,0,1,0,0
call,0,0,0,0,2,0,0,0,1,0
called,0,1,0,0,1,0,1,1,0,0
calls,0,0,0,0,0,0,2,0,0,0
cambridge,0,1,0,0,0,2,0,1,0,7
came,0,2,0,0,0,0,0,0,0,1
campaign,0,1,0,0,0,0,1,1,1,0
campaigns,0,0,0,0,0,0,1,0,0,0
campus,0,2,0,0,0,0,0,0,0,1
canada,0,2,0,0,0,0,0,2,0,0
cancer,0,1,0,0,1,1,0,0,0,0
candidates,0,0,0,0,0,0,0,1,0,0
capabilities,0,0,0,0,5,0,1,0,0,0
capability,0,2,0,0,1,2,2,0,1,2
capable,0,0,0,0,0,0,0,0,1,0
capacities,0,0,0,0,1,0,0,0,0,0
capacity,0,1,0,0,3,2,4,0,4,3
capita,0,0,0,0,0,0,1,0,1,1
capital,0,14,0,0,2,1,14,1,0,0
capitalise,0,1,0,1,2,2,0,0,0,0
capitalising,0,2,0,0,0,0,0,0,0,0
capture,0,0,0,0,0,6,2,0,0,1
captured,0,1,0,0,0,0,0,0,0,0
capturing,0,0,0,0,0,3,0,0,0,0
car,0,3,0,0,4,0,1,0,0,0
carbon,0,3,0,0,14,2,11,0,0,2
cardiff,0,0,0,0,0,0,0,1,0,4
care,0,0,0,0,12,1,0,2,0,0
career,0,0,0,0,1,1,0,0,4,0
careers,0,1,0,0,3,0,0,0,8,1
carefully,0,0,0,0,0,0,3,0,1,0
carers,0,0,0,0,1,0,0,0,0,0
caring,0,0,0,0,2,0,0,0,0,0
carriage,0,0,0,0,0,0,1,0,0,0
carried,0,1,0,0,0,0,0,0,0,0
carrying,0,0,0,0,1,0,1,0,0,0
cars,0,1,0,0,7,0,3,0,0,0
cascades,0,0,0,0,0,0,1,0,0,0
case,0,6,0,0,1,3,6,0,4,9
cases,0,1,0,0,0,0,1,0,0,0
casting,0,0,0,0,0,0,0,0,0,1
catalyst,0,0,0,0,1,0,2,0,0,1
catapult,0,0,0,0,2,8,0,1,0,1
catapults,0,1,0,0,0,5,0,0,0,0
caused,0,0,0,0,0,0,1,0,2,0
cav,0,4,0,0,0,0,0,0,0,0
cayman,0,0,0,0,0,0,0,1,0,0
celebrate,0,0,0,0,0,0,0,0,1,0
cell,0,0,0,0,2,0,0,0,0,0
cent,0,26,0,0,3,21,22,1,25,3
central,0,1,0,0,1,2,5,2,1,1
centralised,0,0,0,0,0,0,0,0,0,1
centre,0,5,0,0,9,3,3,0,2,14
centres,0,3,0,0,0,2,1,0,1,3
centuries,0,0,0,1,0,0,0,0,0,0
century,0,1,0,0,0,0,0,0,0,1
ceo,0,1,0,0,0,0,0,0,0,0
ceramics,0,0,0,0,0,0,0,0,0,7
certain,0,1,0,0,0,0,0,0,0,0
certainty,0,1,0,0,0,0,3,1,0,1
cesgtroea,0,0,0,0,0,0,1,0,0,0
chain,0,11,0,0,0,0,3,0,1,2
chains,2,9,0,0,1,2,4,0,0,2
chair,0,0,0,0,0,0,0,0,0,1
chaired,0,1,0,0,0,0,0,1,0,0
chairman,0,0,0,0,0,0,0,0,1,0
chairmanship,0,0,0,0,0,1,0,0,0,0
chairs,0,0,0,0,0,0,0,0,0,1
challenge,0,9,0,1,21,17,8,1,0,2
challenged,0,0,0,0,0,2,0,0,0,0
challenger,0,1,0,0,0,0,0,0,0,0
challengers,0,2,0,0,0,0,0,0,0,0
challenges,3,12,0,1,19,15,8,15,5,6
challenging,0,0,0,1,2,0,1,0,2,0
chambers,0,1,0,0,0,0,0,0,0,0
champion,0,5,0,0,3,1,0,0,0,0
champions,0,0,0,0,1,0,0,0,0,0
chance,0,0,0,0,0,1,0,0,1,0
chances,0,0,0,0,0,0,0,0,1,1
change,5,4,0,0,6,5,2,2,8,1
changed,0,1,0,0,0,2,0,0,0,0
changes,1,2,0,1,7,0,6,2,3,0
changing,2,2,0,0,5,4,0,4,2,0
channel,0,0,0,0,0,0,0,0,0,2
