,10.1016/j.ijepes.2018.09.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054174923&doi=10.1016%2fj.ijepes.2018.09.041&partnerID=40&md5=acf17587ac4bf67191332358f62e7b9a,"Ever-increasing rate of wind power generation as an uncertain and variable source of energy, face new challenges in power system operation. For this reason, optimal real-time operation of wind integrated power systems in profit based markets considering the effects of probabilistic future variations of wind speed is one of the main concerns of system operators. For this purpose, some solutions such as demand response (DR) programs and energy storage systems (ESS) are widely being used to cover and manage wind generation uncertainty. But some of them such as DR programs can add some extra sources of uncertainty due to unpredictable customer's behavior. To this end, this paper proposes an online model-based predictive control approach for optimal real-time operation of wind integrated power systems including DR and ESS facilities. Discrete-time manner, re-optimization characteristic, and adaptability are the main features of the proposed MPC method which make it well-suited to address high uncertainties regarding wind power generation and customer's behavior. Besides, MPC considers all interactive effects of the control facilities in accordance with the expected wind farm output power in the future prediction horizon to maximize wind power utilization and so enhance social welfare. In addition, the uncertain nature of wind power is modeled using Markov chain Monte Carlo method. For efficiency evaluation of the proposed approach, simulation is implemented in MATLAB software using YALMIP optimization toolbox for the 8-bus test system. Results confirm the acceptable performance of the proposed approach in reducing operation cost through optimal uncertainties management. © 2018 Elsevier Ltd"
,10.1016/j.inffus.2018.04.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046730150&doi=10.1016%2fj.inffus.2018.04.001&partnerID=40&md5=23ef6dde461676fbb0fbe45fb8d33e66,"Conversational data in social media contain a great deal of useful information, and conversation anomaly detection is an important research direction in the field of sentiment analysis. Each user has his or her own specific emotional characteristic, and by studying the distribution and sampling the users’ emotional transitions, we can simulate specific emotional transitions in the conversations. Anomaly detection in conversation data refers to detecting users’ abnormal opinions and sentiment patterns as well as special temporal aspects of such patterns. This paper proposes a hybrid model that combines the convolutional neural network long short-term memory (CNN-LSTM) with a Markov chain Monte Carlo (MCMC) method to identify users’ emotions, sample users’ emotional transition and detect anomalies according to the transition tensor. The emotional transition sampling is implemented by improving the MCMC algorithm and the anomalies are detected by calculating the similarity between the normal transition tensor and the current transition tensor of the user. The experiment was carried on four corpora, and the results show that emotions can be well sampled to conform to user's characteristics and anomaly can be detected by the proposed method. The model proposed can be used in intelligent conversation systems, such as simulating the emotional transition and detecting the abnormal emotions. © 2018 Elsevier B.V."
,10.1016/j.ymssp.2018.08.050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053181074&doi=10.1016%2fj.ymssp.2018.08.050&partnerID=40&md5=186e66b433517feb6795faffa906aee0,"This paper introduces an improved version of a novel inverse approach for the quantification of multivariate interval uncertainty for high dimensional models under scarce data availability. Furthermore, a conceptual and practical comparison of the method with the well-established probabilistic framework of Bayesian model updating via Transitional Markov Chain Monte Carlo is presented in the context of the DLR-AIRMOD test structure. First, it is shown that the proposed improvements of the inverse method alleviate the curse of dimensionality of the method with a factor up to 105. Furthermore, the comparison with the Bayesian results revealed that the selection ofthe most appropriate method depends largely on the desired information and availability of data. In case large amounts of data are available, and/or the analyst desires full (joint)-probabilistic descriptors of the model parameter uncertainty, the Bayesian method is shown to be the most performing. On the other hand however, when such descriptors are not needed (e.g., for worst-case analysis), and only scarce data are available, the interval method is shown to deliver more objective and robust bounds on the uncertain parameters. Finally, also suggestions to aid the analyst in selecting the most appropriate method for inverse uncertainty quantification are given. © 2018 Elsevier Ltd"
,10.1016/j.cam.2018.08.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052538043&doi=10.1016%2fj.cam.2018.08.012&partnerID=40&md5=bcd16988ebc2de6540b3e9a19ed63289,"A new generalization of the Lindley distribution, called the power Lindley distribution was proposed by Ghitany et al., (2013), which offers a more flexible distribution for modeling lifetime data, such as in reliability. They studied classical inferences for the model based on complete data sets. However, we may deal with record breaking data sets in which only values smaller (or larger) than the current extreme value are reported. In this paper, by using record values and inter-record times, we develop inference procedures for the estimation of the parameters and prediction of future record values for the power Lindley distribution. First, the maximum likelihood estimate of the parameters and their asymptotic confidence intervals are obtained. Next, we consider Bayes estimation under the symmetric (squared error) and asymmetric (linear-exponential (LINEX)) loss functions by using the joint bivariate density function. Since the closed forms of the estimates are not available, we encounter some computational difficulties to evaluate the Bayes estimates of the parameters involved in the model. For this reason, we use Tierney and Kadane's method as well as Markov Chain Monte Carlo (MCMC) procedure to compute approximate Bayes estimates. We further consider the non-Bayesian and Bayesian prediction for future lower record arising from the power Lindley distribution based on record data. The comparison of the derived predictors is carried out by using Monte Carlo simulations. A real data set is analyzed for illustration purposes. © 2018 Elsevier B.V."
,10.1016/j.ejor.2018.07.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051047931&doi=10.1016%2fj.ejor.2018.07.022&partnerID=40&md5=4c90dc27d615e3397022daf94a6d74da,"In this paper, we study reliability based measures and prognostic problems of a K-out-of-N system in which the failure process of each component depends not only on its intrinsic characteristic but also on its operating environment conditions. The system reliability and the expected remaining useful lifetime are calculated. Under the periodic inspection policy, the system asymptotic availability is derived. We aim at providing explicit expressions for these quantities. The model allows us to incorporate the observation information of the environment in the evaluation of the system performances. Numerical examples show the efficiency and accuracy of our method by comparing with the Monte-Carlo simulations. It is pointed out that the environment condition has significant effect on the system reliability based measures and the system prognostic analysis. © 2018 Elsevier B.V."
,10.1016/j.physa.2018.09.067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053836898&doi=10.1016%2fj.physa.2018.09.067&partnerID=40&md5=6bf68ea1b784366c47648719d2db08d7,"As green behavior plays an increasingly important role today, in this paper, we aimed at investigating the spreading process of city resident green behavior. We applied classical threshold model and modified contagion model into a multiplex network to illustrate this dynamic process. Since people always act in conformity with the majorities when they make decisions or take actions, we consider the effects on negative individuals from their positive friends. Only when the proportion of centrist's positive friends surpassed the local awareness ratio α will he become positive. Also, we consider the influence from green awareness, which facilitate the green behavior. Last but not least, compulsory policy is also taken into account because it will force specific negative individuals to take such green behavior. The theoretical analysis is conducted by microscopic Markov chain approach and the numerical simulations are performed based on the Monte Carlo simulation. The results show that the intensity of policy regulation θ plays a vital role in both spreading threshold and final green behavior size. We attain a new explanation on the extinction of some behaviors and may provide advice on policy modification. © 2018 Elsevier B.V."
,10.1016/j.jmva.2018.08.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053157378&doi=10.1016%2fj.jmva.2018.08.014&partnerID=40&md5=d8fecacf78ada9336a63a7ff156cba17,"When performing Bayesian data analysis using a general linear mixed model, the resulting posterior density is almost always analytically intractable. However, if proper conditionally conjugate priors are used, there is a simple two-block Gibbs sampler that is geometrically ergodic in nearly all practical settings, including situations where p>n (Abrahamsen and Hobert, 2017). Unfortunately, the (conditionally conjugate) multivariate Gaussian prior on β does not perform well in the high-dimensional setting where p≫n. In this paper, we consider an alternative model in which the multivariate Gaussian prior is replaced by the normal-gamma shrinkage prior developed by Griffin and Brown (2010). This change leads to a much more complex posterior density, and we develop a simple MCMC algorithm for exploring it. This algorithm, which has both deterministic and random scan components, is easier to analyze than the more obvious three-step Gibbs sampler. Indeed, we prove that the new algorithm is geometrically ergodic in most practical settings. © 2018 Elsevier Inc."
,10.1016/j.strusafe.2018.05.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051537147&doi=10.1016%2fj.strusafe.2018.05.005&partnerID=40&md5=6fd7208085a72d30244c50a18e4d9a07,"This paper studies a non-random-walk Markov Chain Monte Carlo method, namely the Hamiltonian Monte Carlo (HMC) method in the context of Subset Simulation used for reliability analysis. The HMC method relies on a deterministic mechanism inspired by Hamiltonian dynamics to propose samples following a target probability distribution. The method alleviates the random walk behavior to achieve a more effective and consistent exploration of the probability space compared to standard Gibbs or Metropolis-Hastings techniques. After a brief review of the basic concepts of HMC method and its computational details, two algorithms are proposed to facilitate the application of HMC method to Subset Simulation in reliability analysis. Next, the behavior of the two HMC algorithms is illustrated using simple probability distribution models. Finally, the accuracy and efficiency of Subset Simulation employing the two HMC algorithms are tested using various reliability examples in both Gaussian and non-Gaussian spaces. © 2018 Elsevier Ltd"
,10.1016/j.cageo.2018.10.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055337361&doi=10.1016%2fj.cageo.2018.10.006&partnerID=40&md5=cb2a31985db57870ac41cbeca12c67b7,"For many geoscience applications, prediction requires building complex 3D surface models. Because of such complexity, often only a single model is built, possibly with a small set of variants to represent the uncertainty. Recent advancement in implicit modeling has made the construction of 3D geological models simpler; however, automatic assessment and visualization of uncertainty constrained by input geological rules and data constraints is still an active research topic. In this paper, we propose a new method that directly assesses and visualizes the uncertainty of geological surfaces by the means of stochastic motion. We represent the geological surfaces as the addition of stochastic implicit conceptual models and residual functions subject to the constraints of data and geological age relationships. Two sampling approaches to create the stochastic motion are proposed: Monte Carlo and Markov chain Monte Carlo (McMC). The uncertainty is assessed by independent realizations drawn by Monte Carlo sampling. The uncertainty is visualized by a “smooth” movie of gradually evolving geological surfaces that have the same stationary distribution as Monte Carlo, sampled by Markov chain Monte Carlo (McMC). This idea is integrated into the level set equation. Level sets are an ideal way to represent mathematically complex surfaces without explicit grid representations, thereby having the advantage of avoiding tedious topological computations such as defining the connectivity of a surface. We illustrate this new idea with simple synthetic 3D examples, taking the constraints of data and geological age relationships into consideration. Finally, we illustrate the idea using a synthetic data set from a copper deposit, where dense drillholes constrain an ore body with seven different lithologies. Our method provides a direct assessment and visualization of the uncertainty of 3D geological surfaces. © 2018 Elsevier Ltd"
,10.1016/j.sigpro.2018.09.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053758525&doi=10.1016%2fj.sigpro.2018.09.023&partnerID=40&md5=5bf544382bc17f44240981fd8824ff53,"In this paper, an adaptive distributed particle filter (ADPF) is proposed for single acoustic source tracking in distributed microphone networks (DMNs). To deal with spurious effects due to the reverberation and noise, a modified multiple-hypothesis model is first investigated by exploiting the generalized cross-correlation (GCC) function. Based on this model, the time-delay of arrival (TDOA) selection is performed for constituting the local observation. Then the acoustic source tracking is formulated as a Bayesian filtering problem under the assumption on the Langevin dynamic model of the source motion. Next, an adaptive distributed particle filter (ADPF) is presented to solve the Bayesian filtering problem for distributed acoustic source tracking. To improve the tracking performance, in the proposed ADPF, an adaptive and distributed computation method of the optimal proposal function is designed based on the Gaussian approximation, implemented by utilizing a Markov Chain Monte Carlo (MCMC) sampler and a consensus filter. The main advantage of the proposed acoustic source tracking method is the combination of the strength of the modified TDOA multiple-hypothesis model and the ADPF. Both simulation and real-world recording experiment results show that, the proposed ADPF has a relatively good tracking performance under different SNR conditions and reverberation environments. © 2018 Elsevier B.V."
