10.1016/j.ijepes.2018.09.041 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054174923&doi=10.1016%2fj.ijepes.2018.09.041&partnerID=40&md5=acf17587ac4bf67191332358f62e7b9a 0,ever increasing rate wind power generation uncertain variable source energy face new challenges power system operation reason optimal real time operation wind integrated power systems profit based markets considering effects probabilistic future variations wind speed one main concerns system operators purpose solutions demand response dr programs energy storage systems ess widely used cover manage wind generation uncertainty dr programs add extra sources uncertainty due unpredictable customer behavior end paper proposes online model based predictive control approach optimal real time operation wind integrated power systems including dr ess facilities discrete time manner optimization characteristic adaptability main features proposed mpc method make well suited address high uncertainties regarding wind power generation customer behavior besides mpc considers interactive effects control facilities accordance expected wind farm output power future prediction horizon maximize wind power utilization enhance social welfare addition uncertain nature wind power modeled using markov chain monte carlo method efficiency evaluation proposed approach simulation implemented matlab software using yalmip optimization toolbox bus test system results confirm acceptable performance proposed approach reducing operation cost optimal uncertainties management â© elsevier ltd
10.1016/j.inffus.2018.04.001 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046730150&doi=10.1016%2fj.inffus.2018.04.001&partnerID=40&md5=23ef6dde461676fbb0fbe45fb8d33e66 0,conversational data social media contain great deal useful information conversation anomaly detection important research direction field sentiment analysis user specific emotional characteristic studying distribution sampling usersâ€™ emotional transitions simulate specific emotional transitions conversations anomaly detection conversation data refers detecting usersâ€™ abnormal opinions sentiment patterns well special temporal aspects patterns paper proposes hybrid model combines convolutional neural network long short term memory cnn lstm markov chain monte carlo mcmc method identify usersâ€™ emotions sample usersâ€™ emotional transition detect anomalies according transition tensor emotional transition sampling implemented improving mcmc algorithm anomalies detected calculating similarity normal transition tensor current transition tensor user experiment carried four corpora results show emotions well sampled conform user characteristics anomaly detected proposed method model proposed used intelligent conversation systems simulating emotional transition detecting abnormal emotions â© elsevier b v
10.1016/j.ymssp.2018.08.050 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053181074&doi=10.1016%2fj.ymssp.2018.08.050&partnerID=40&md5=186e66b433517feb6795faffa906aee0 0,paper introduces improved version novel inverse approach quantification multivariate interval uncertainty high dimensional models scarce data availability furthermore conceptual practical comparison method well established probabilistic framework bayesian model updating via transitional markov chain monte carlo presented context dlr airmod test structure first shown proposed improvements inverse method alleviate curse dimensionality method factor furthermore comparison bayesian results revealed selection ofthe appropriate method depends largely desired information availability data case large amounts data available analyst desires full joint probabilistic descriptors model parameter uncertainty bayesian method shown performing hand however descriptors needed e g worst case analysis scarce data available interval method shown deliver objective robust bounds uncertain parameters finally also suggestions aid analyst selecting appropriate method inverse uncertainty quantification given â© elsevier ltd
10.1016/j.cam.2018.08.012 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052538043&doi=10.1016%2fj.cam.2018.08.012&partnerID=40&md5=bcd16988ebc2de6540b3e9a19ed63289 0,new generalization lindley distribution called power lindley distribution proposed ghitany et al offers flexible distribution modeling lifetime data reliability studied classical inferences model based complete data sets however may deal record breaking data sets values smaller larger current extreme value reported paper using record values inter record times develop inference procedures estimation parameters prediction future record values power lindley distribution first maximum likelihood estimate parameters asymptotic confidence intervals obtained next consider bayes estimation symmetric squared error asymmetric linear exponential linex loss functions using joint bivariate density function since closed forms estimates available encounter computational difficulties evaluate bayes estimates parameters involved model reason use tierney kadane method well markov chain monte carlo mcmc procedure compute approximate bayes estimates consider non bayesian bayesian prediction future lower record arising power lindley distribution based record data comparison derived predictors carried using monte carlo simulations real data set analyzed illustration purposes â© elsevier b v
10.1016/j.ejor.2018.07.022 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051047931&doi=10.1016%2fj.ejor.2018.07.022&partnerID=40&md5=4c90dc27d615e3397022daf94a6d74da 0,paper study reliability based measures prognostic problems k n system failure process component depends intrinsic characteristic also operating environment conditions system reliability expected remaining useful lifetime calculated periodic inspection policy system asymptotic availability derived aim providing explicit expressions quantities model allows us incorporate observation information environment evaluation system performances numerical examples show efficiency accuracy method comparing monte carlo simulations pointed environment condition significant effect system reliability based measures system prognostic analysis â© elsevier b v
10.1016/j.physa.2018.09.067 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053836898&doi=10.1016%2fj.physa.2018.09.067&partnerID=40&md5=6bf68ea1b784366c47648719d2db08d7 0,green behavior plays increasingly important role today paper aimed investigating spreading process city resident green behavior applied classical threshold model modified contagion model multiplex network illustrate dynamic process since people always act conformity majorities make decisions take actions consider effects negative individuals positive friends proportion centrist positive friends surpassed local awareness ratio î± become positive also consider influence green awareness facilitate green behavior last least compulsory policy also taken account force specific negative individuals take green behavior theoretical analysis conducted microscopic markov chain approach numerical simulations performed based monte carlo simulation results show intensity policy regulation î plays vital role spreading threshold final green behavior size attain new explanation extinction behaviors may provide advice policy modification â© elsevier b v
10.1016/j.jmva.2018.08.014 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053157378&doi=10.1016%2fj.jmva.2018.08.014&partnerID=40&md5=d8fecacf78ada9336a63a7ff156cba17 0,performing bayesian data analysis using general linear mixed model resulting posterior density almost always analytically intractable however proper conditionally conjugate priors used simple two block gibbs sampler geometrically ergodic nearly practical settings including situations p n abrahamsen hobert unfortunately conditionally conjugate multivariate gaussian prior î² perform well high dimensional setting pâ‰«n paper consider alternative model multivariate gaussian prior replaced normal gamma shrinkage prior developed griffin brown change leads much complex posterior density develop simple mcmc algorithm exploring algorithm deterministic random scan components easier analyze obvious three step gibbs sampler indeed prove new algorithm geometrically ergodic practical settings â© elsevier inc
10.1016/j.strusafe.2018.05.005 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051537147&doi=10.1016%2fj.strusafe.2018.05.005&partnerID=40&md5=6fd7208085a72d30244c50a18e4d9a07 0,paper studies non random walk markov chain monte carlo method namely hamiltonian monte carlo hmc method context subset simulation used reliability analysis hmc method relies deterministic mechanism inspired hamiltonian dynamics propose samples following target probability distribution method alleviates random walk behavior achieve effective consistent exploration probability space compared standard gibbs metropolis hastings techniques brief review basic concepts hmc method computational details two algorithms proposed facilitate application hmc method subset simulation reliability analysis next behavior two hmc algorithms illustrated using simple probability distribution models finally accuracy efficiency subset simulation employing two hmc algorithms tested using various reliability examples gaussian non gaussian spaces â© elsevier ltd
10.1016/j.cageo.2018.10.006 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055337361&doi=10.1016%2fj.cageo.2018.10.006&partnerID=40&md5=cb2a31985db57870ac41cbeca12c67b7 0,many geoscience applications prediction requires building complex surface models complexity often single model built possibly small set variants represent uncertainty recent advancement implicit modeling made construction geological models simpler however automatic assessment visualization uncertainty constrained input geological rules data constraints still active research topic paper propose new method directly assesses visualizes uncertainty geological surfaces means stochastic motion represent geological surfaces addition stochastic implicit conceptual models residual functions subject constraints data geological age relationships two sampling approaches create stochastic motion proposed monte carlo markov chain monte carlo mcmc uncertainty assessed independent realizations drawn monte carlo sampling uncertainty visualized â€œsmoothâ€� movie gradually evolving geological surfaces stationary distribution monte carlo sampled markov chain monte carlo mcmc idea integrated level set equation level sets ideal way represent mathematically complex surfaces without explicit grid representations thereby advantage avoiding tedious topological computations defining connectivity surface illustrate new idea simple synthetic examples taking constraints data geological age relationships consideration finally illustrate idea using synthetic data set copper deposit dense drillholes constrain ore body seven different lithologies method provides direct assessment visualization uncertainty geological surfaces â© elsevier ltd
10.1016/j.sigpro.2018.09.023 https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053758525&doi=10.1016%2fj.sigpro.2018.09.023&partnerID=40&md5=5bf544382bc17f44240981fd8824ff53 0,paper adaptive distributed particle filter adpf proposed single acoustic source tracking distributed microphone networks dmns deal spurious effects due reverberation noise modified multiple hypothesis model first investigated exploiting generalized cross correlation gcc function based model time delay arrival tdoa selection performed constituting local observation acoustic source tracking formulated bayesian filtering problem assumption langevin dynamic model source motion next adaptive distributed particle filter adpf presented solve bayesian filtering problem distributed acoustic source tracking improve tracking performance proposed adpf adaptive distributed computation method optimal proposal function designed based gaussian approximation implemented utilizing markov chain monte carlo mcmc sampler consensus filter main advantage proposed acoustic source tracking method combination strength modified tdoa multiple hypothesis model adpf simulation real world recording experiment results show proposed adpf relatively good tracking performance different snr conditions reverberation environments â© elsevier b v
